manufacturer_name,model_name,transmission,color,engine_has_gas,body_type,has_warranty
Subaru,Outback,automatic,blue,FALSE,universal,FALSE
Subaru,Forester,mechanical,black,FALSE,universal,FALSE
Subaru,XV,automatic,grey,FALSE,hatchback,FALSE
Subaru,Legacy,mechanical,black,FALSE,sedan,FALSE
Subaru,Legacy,automatic,silver,FALSE,universal,FALSE
Subaru,Outback,automatic,grey,FALSE,universal,FALSE
Subaru,Forester,automatic,other,FALSE,suv,FALSE
Subaru,Forester,automatic,other,FALSE,suv,FALSE
Subaru,Tribeca,automatic,grey,FALSE,suv,FALSE
Subaru,Legacy,automatic,violet,FALSE,sedan,FALSE
Subaru,Outback,automatic,white,FALSE,universal,FALSE
Subaru,Forester,mechanical,black,FALSE,suv,FALSE
Subaru,Impreza,automatic,blue,FALSE,hatchback,FALSE
Subaru,Outback,mechanical,other,FALSE,universal,FALSE
Subaru,Outback,automatic,silver,FALSE,universal,FALSE
Subaru,Outback,automatic,other,FALSE,universal,FALSE
Subaru,Legacy,mechanical,silver,FALSE,sedan,FALSE
Subaru,Legacy,mechanical,green,FALSE,universal,FALSE
Subaru,Legacy,mechanical,blue,FALSE,universal,FALSE
Subaru,Forester,mechanical,silver,FALSE,sedan,FALSE
Subaru,Outback,automatic,black,FALSE,universal,FALSE
Subaru,Outback,mechanical,blue,FALSE,universal,FALSE
Subaru,Forester,automatic,silver,FALSE,universal,FALSE
Subaru,Outback,mechanical,black,FALSE,universal,FALSE
Subaru,Legacy,automatic,green,TRUE,universal,FALSE
Subaru,Forester,automatic,black,FALSE,suv,FALSE
Subaru,Forester,automatic,other,FALSE,universal,FALSE
Subaru,Legacy,mechanical,green,FALSE,universal,FALSE
Subaru,Legacy,automatic,blue,FALSE,sedan,FALSE
Subaru,Legacy,mechanical,silver,TRUE,universal,FALSE
Subaru,Legacy,mechanical,silver,FALSE,universal,FALSE
Subaru,Legacy,automatic,white,FALSE,sedan,FALSE
Subaru,Outback,automatic,blue,FALSE,universal,FALSE
Subaru,Forester,automatic,black,FALSE,suv,FALSE
Subaru,Legacy,automatic,black,FALSE,sedan,FALSE
Subaru,Tribeca,automatic,grey,FALSE,suv,FALSE
Subaru,Forester,automatic,white,FALSE,suv,FALSE
Subaru,Libero,mechanical,green,FALSE,minibus,FALSE
Subaru,Forester,automatic,red,FALSE,suv,FALSE
Subaru,Outback,automatic,black,FALSE,universal,FALSE
Subaru,Legacy,automatic,silver,FALSE,sedan,FALSE
Subaru,Tribeca,automatic,white,FALSE,suv,FALSE
Subaru,Legacy,automatic,blue,FALSE,sedan,FALSE
Subaru,Outback,automatic,green,FALSE,universal,FALSE
Subaru,Justy,mechanical,black,FALSE,hatchback,FALSE
Subaru,Impreza,automatic,other,FALSE,universal,FALSE
Subaru,Impreza,mechanical,white,FALSE,sedan,FALSE
Subaru,XV,automatic,silver,FALSE,suv,FALSE
Subaru,Outback,automatic,other,FALSE,suv,FALSE
Subaru,Forester,automatic,silver,FALSE,suv,FALSE
Subaru,Tribeca,automatic,grey,TRUE,suv,FALSE
Subaru,Forester,mechanical,green,FALSE,suv,FALSE
Subaru,Impreza,mechanical,blue,FALSE,sedan,FALSE
Subaru,Impreza,mechanical,blue,FALSE,sedan,FALSE
Subaru,Legacy,mechanical,grey,FALSE,sedan,FALSE
Subaru,Impreza,mechanical,black,FALSE,sedan,FALSE
Subaru,Outback,automatic,other,FALSE,universal,FALSE
Subaru,Legacy,mechanical,red,FALSE,sedan,FALSE
Subaru,Forester,automatic,black,FALSE,suv,FALSE
Subaru,Forester,automatic,green,FALSE,universal,FALSE
Subaru,Outback,automatic,silver,FALSE,universal,FALSE
Subaru,Legacy,mechanical,black,TRUE,sedan,FALSE
Subaru,Outback,mechanical,blue,FALSE,universal,FALSE
Subaru,Outback,automatic,black,FALSE,universal,FALSE
Subaru,Forester,mechanical,blue,FALSE,universal,FALSE
Subaru,Outback,automatic,black,FALSE,universal,FALSE
Subaru,Legacy,automatic,blue,FALSE,universal,FALSE
Subaru,Forester,automatic,grey,FALSE,universal,FALSE
Subaru,Forester,mechanical,red,FALSE,universal,FALSE
Subaru,Impreza,automatic,silver,FALSE,universal,FALSE
Subaru,Forester,mechanical,silver,TRUE,suv,FALSE
Subaru,Forester,automatic,black,FALSE,sedan,FALSE
Subaru,Libero,mechanical,white,FALSE,minivan,FALSE
Subaru,Outback,automatic,black,FALSE,universal,FALSE
Subaru,Legacy,mechanical,green,FALSE,sedan,FALSE
Subaru,Forester,automatic,blue,FALSE,universal,FALSE
Subaru,Legacy,automatic,grey,FALSE,universal,FALSE
Subaru,Forester,mechanical,green,FALSE,suv,FALSE
Subaru,XV,automatic,green,FALSE,hatchback,FALSE
Subaru,Impreza,automatic,green,TRUE,universal,FALSE
Subaru,Outback,automatic,black,FALSE,universal,FALSE
Subaru,Legacy,automatic,silver,FALSE,universal,FALSE
Subaru,Impreza,automatic,grey,FALSE,sedan,FALSE
Subaru,Tribeca,automatic,silver,FALSE,suv,FALSE
Subaru,Forester,mechanical,green,FALSE,suv,FALSE
Subaru,Forester,automatic,white,FALSE,universal,FALSE
Subaru,Legacy,mechanical,blue,FALSE,sedan,FALSE
Subaru,Forester,automatic,blue,FALSE,suv,FALSE
Subaru,Forester,automatic,blue,TRUE,suv,FALSE
Subaru,Impreza,mechanical,silver,FALSE,hatchback,FALSE
Subaru,Impreza,automatic,silver,FALSE,hatchback,FALSE
Subaru,Impreza,mechanical,blue,FALSE,sedan,FALSE
Subaru,Impreza,automatic,silver,FALSE,sedan,FALSE
Subaru,Legacy,mechanical,blue,FALSE,universal,FALSE
Subaru,Legacy,automatic,white,FALSE,sedan,FALSE
Subaru,Outback,mechanical,black,FALSE,universal,FALSE
Subaru,Legacy,automatic,other,FALSE,sedan,FALSE
Subaru,Tribeca,automatic,blue,FALSE,suv,FALSE
Subaru,Forester,mechanical,white,FALSE,suv,FALSE
Subaru,Forester,automatic,blue,FALSE,suv,FALSE
Subaru,Outback,mechanical,other,FALSE,universal,FALSE
Subaru,Impreza,mechanical,red,FALSE,sedan,FALSE
Subaru,Outback,automatic,silver,FALSE,universal,FALSE
Subaru,Impreza,mechanical,blue,FALSE,sedan,FALSE
Subaru,Forester,automatic,white,FALSE,suv,FALSE
Subaru,Outback,automatic,blue,FALSE,universal,FALSE
Subaru,Tribeca,automatic,grey,FALSE,suv,FALSE
Subaru,Forester,automatic,silver,FALSE,suv,FALSE
Subaru,Outback,automatic,green,FALSE,universal,FALSE
Subaru,Forester,automatic,green,FALSE,universal,FALSE
Subaru,Outback,automatic,other,FALSE,universal,FALSE
Subaru,Forester,automatic,green,TRUE,universal,FALSE
Subaru,Impreza,automatic,grey,FALSE,hatchback,FALSE
Subaru,Outback,automatic,green,FALSE,universal,FALSE
Subaru,Tribeca,automatic,grey,FALSE,suv,FALSE
Subaru,Outback,automatic,black,TRUE,universal,FALSE
Subaru,Legacy,mechanical,red,TRUE,sedan,FALSE
Subaru,Forester,automatic,grey,FALSE,suv,FALSE
Subaru,Legacy,automatic,silver,FALSE,sedan,FALSE
Subaru,Tribeca,automatic,black,FALSE,suv,FALSE
Subaru,Impreza,automatic,silver,FALSE,sedan,FALSE
Subaru,Impreza,mechanical,blue,FALSE,sedan,FALSE
Subaru,Forester,automatic,other,FALSE,suv,FALSE
Subaru,Legacy,mechanical,black,FALSE,sedan,FALSE
Subaru,Forester,automatic,violet,FALSE,universal,FALSE
Subaru,Legacy,automatic,white,FALSE,sedan,FALSE
Subaru,Outback,automatic,green,FALSE,suv,FALSE
LADA,Vesta,automatic,grey,FALSE,sedan,FALSE
LADA,Largus,mechanical,silver,FALSE,universal,FALSE
LADA,Vesta,mechanical,brown,FALSE,universal,FALSE
LADA,Largus,mechanical,black,FALSE,universal,TRUE
LADA,Vesta,automatic,red,FALSE,universal,FALSE
LADA,Vesta,mechanical,red,FALSE,universal,FALSE
LADA,XRAY,mechanical,orange,FALSE,suv,FALSE
LADA,Vesta,automatic,brown,FALSE,universal,FALSE
LADA,Vesta,automatic,orange,FALSE,universal,FALSE
LADA,Vesta,mechanical,blue,FALSE,universal,FALSE
LADA,Vesta,mechanical,black,FALSE,universal,FALSE
LADA,XRAY,mechanical,brown,FALSE,hatchback,FALSE
LADA,4x4,mechanical,grey,FALSE,suv,FALSE
LADA,XRAY,automatic,other,FALSE,suv,FALSE
LADA,4x4,mechanical,black,FALSE,suv,FALSE
LADA,Priora,mechanical,silver,FALSE,sedan,FALSE
LADA,Priora,mechanical,black,FALSE,hatchback,FALSE
LADA,Vesta,automatic,red,FALSE,universal,FALSE
LADA,Vesta,mechanical,orange,FALSE,universal,FALSE
LADA,Priora,mechanical,white,FALSE,sedan,FALSE
LADA,Priora,mechanical,grey,FALSE,sedan,FALSE
LADA,Vesta,automatic,black,FALSE,universal,TRUE
LADA,Vesta,mechanical,grey,FALSE,universal,FALSE
LADA,Priora,mechanical,silver,FALSE,sedan,FALSE
LADA,4x4,mechanical,blue,FALSE,suv,FALSE
LADA,Vesta,mechanical,white,FALSE,sedan,FALSE
LADA,Vesta,mechanical,silver,FALSE,universal,FALSE
LADA,Largus,mechanical,other,FALSE,van,FALSE
LADA,Vesta,automatic,black,FALSE,sedan,FALSE
LADA,Granta,mechanical,other,FALSE,sedan,FALSE
LADA,111,mechanical,other,FALSE,sedan,FALSE
LADA,Granta,mechanical,red,FALSE,liftback,FALSE
LADA,XRAY,automatic,red,FALSE,hatchback,FALSE
LADA,4x4,mechanical,blue,FALSE,suv,FALSE
LADA,Vesta,mechanical,brown,FALSE,universal,FALSE
LADA,111,mechanical,red,FALSE,sedan,FALSE
LADA,Kalina,mechanical,black,FALSE,hatchback,FALSE
LADA,4x4,mechanical,green,FALSE,suv,FALSE
LADA,Priora,mechanical,silver,FALSE,sedan,FALSE
LADA,Vesta,mechanical,grey,FALSE,sedan,FALSE
LADA,XRAY,automatic,black,FALSE,hatchback,TRUE
LADA,Largus,mechanical,silver,FALSE,van,FALSE
LADA,Vesta,mechanical,grey,FALSE,universal,FALSE
LADA,Kalina,mechanical,other,FALSE,sedan,FALSE
LADA,Kalina,mechanical,grey,FALSE,universal,FALSE
LADA,Kalina,mechanical,black,FALSE,universal,FALSE
LADA,Kalina,mechanical,grey,FALSE,hatchback,FALSE
LADA,Vesta,automatic,red,FALSE,sedan,FALSE
LADA,Priora,mechanical,black,FALSE,hatchback,FALSE
LADA,Kalina,mechanical,silver,FALSE,universal,FALSE
LADA,Largus,mechanical,white,FALSE,van,FALSE
LADA,Granta,mechanical,black,FALSE,sedan,FALSE
LADA,Granta,mechanical,blue,FALSE,sedan,FALSE
LADA,Granta,mechanical,grey,FALSE,sedan,FALSE
LADA,Vesta,mechanical,grey,FALSE,sedan,FALSE
LADA,Vesta,mechanical,grey,FALSE,universal,FALSE
LADA,Vesta,mechanical,orange,FALSE,universal,FALSE
LADA,Vesta,automatic,orange,FALSE,hatchback,FALSE
LADA,Vesta,mechanical,black,FALSE,sedan,FALSE
LADA,Largus,mechanical,white,FALSE,universal,FALSE
LADA,111,mechanical,red,FALSE,hatchback,FALSE
LADA,Vesta,mechanical,brown,FALSE,universal,FALSE
LADA,XRAY,mechanical,red,FALSE,hatchback,FALSE
LADA,Vesta,mechanical,silver,TRUE,sedan,FALSE
LADA,XRAY,mechanical,silver,FALSE,hatchback,FALSE
LADA,Largus,mechanical,grey,FALSE,van,FALSE
LADA,112,mechanical,silver,FALSE,hatchback,FALSE
LADA,110,mechanical,other,FALSE,sedan,FALSE
LADA,111,mechanical,other,FALSE,universal,FALSE
LADA,110,mechanical,green,FALSE,sedan,FALSE
LADA,Vesta,mechanical,silver,FALSE,universal,FALSE
LADA,Vesta,automatic,red,FALSE,universal,FALSE
LADA,Priora,mechanical,other,FALSE,universal,FALSE
LADA,Vesta,mechanical,white,TRUE,sedan,FALSE
LADA,Vesta,mechanical,white,FALSE,sedan,TRUE
LADA,Vesta,mechanical,red,FALSE,sedan,FALSE
LADA,Vesta,mechanical,silver,FALSE,sedan,FALSE
LADA,4x4,mechanical,blue,FALSE,suv,FALSE
LADA,4x4,mechanical,white,FALSE,suv,FALSE
LADA,Vesta,mechanical,orange,FALSE,universal,FALSE
LADA,Vesta,mechanical,orange,FALSE,universal,FALSE
LADA,Vesta,mechanical,silver,FALSE,universal,FALSE
LADA,Vesta,mechanical,white,TRUE,sedan,FALSE
LADA,Vesta,automatic,brown,FALSE,sedan,FALSE
LADA,4x4,mechanical,silver,FALSE,suv,FALSE
LADA,Largus,mechanical,grey,TRUE,universal,FALSE
LADA,Vesta,mechanical,red,FALSE,universal,FALSE
LADA,4x4,mechanical,yellow,FALSE,suv,FALSE
LADA,XRAY,mechanical,red,FALSE,hatchback,FALSE
LADA,Vesta,mechanical,brown,FALSE,universal,FALSE
LADA,Vesta,automatic,other,FALSE,sedan,FALSE
LADA,Vesta,mechanical,grey,FALSE,sedan,FALSE
LADA,XRAY,automatic,white,FALSE,hatchback,FALSE
LADA,4x4,mechanical,red,FALSE,pickup,FALSE
LADA,Granta,mechanical,red,FALSE,sedan,FALSE
LADA,Vesta,automatic,other,FALSE,sedan,FALSE
LADA,Largus,mechanical,white,FALSE,universal,FALSE
LADA,Granta,mechanical,white,FALSE,sedan,FALSE
LADA,4x4,mechanical,silver,FALSE,suv,FALSE
LADA,Vesta,mechanical,white,TRUE,sedan,FALSE
LADA,Largus,mechanical,other,FALSE,universal,FALSE
LADA,Largus,mechanical,white,FALSE,universal,FALSE
LADA,4x4,mechanical,blue,FALSE,suv,FALSE
LADA,Vesta,mechanical,red,FALSE,universal,FALSE
LADA,4x4,mechanical,green,FALSE,suv,FALSE
LADA,4x4,mechanical,grey,FALSE,suv,FALSE
LADA,XRAY,mechanical,black,FALSE,hatchback,FALSE
LADA,Largus,mechanical,silver,FALSE,van,FALSE
LADA,Vesta,mechanical,white,FALSE,universal,FALSE
LADA,Granta,mechanical,grey,FALSE,liftback,FALSE
LADA,Largus,mechanical,silver,FALSE,minivan,FALSE
LADA,Vesta,automatic,red,FALSE,sedan,FALSE
LADA,Kalina,mechanical,silver,FALSE,universal,FALSE
LADA,Granta,mechanical,white,FALSE,sedan,FALSE
LADA,Kalina,mechanical,silver,FALSE,universal,FALSE
LADA,Granta,automatic,black,FALSE,sedan,FALSE
LADA,Vesta,mechanical,red,FALSE,sedan,FALSE
LADA,Vesta,mechanical,brown,FALSE,universal,FALSE
LADA,Vesta,mechanical,grey,FALSE,universal,FALSE
LADA,Largus,mechanical,other,FALSE,universal,FALSE
LADA,Granta,mechanical,silver,FALSE,liftback,FALSE
LADA,Vesta,mechanical,red,FALSE,sedan,FALSE
LADA,XRAY,mechanical,red,FALSE,hatchback,FALSE
LADA,Priora,mechanical,grey,FALSE,sedan,FALSE
LADA,Largus,mechanical,silver,FALSE,universal,FALSE
LADA,Vesta,mechanical,black,FALSE,universal,FALSE
LADA,Vesta,mechanical,red,FALSE,sedan,FALSE
LADA,Granta,mechanical,white,FALSE,sedan,FALSE
LADA,Granta,mechanical,brown,FALSE,liftback,FALSE
LADA,Priora,mechanical,blue,FALSE,hatchback,FALSE
LADA,Vesta,mechanical,brown,FALSE,sedan,FALSE
LADA,XRAY,mechanical,silver,FALSE,hatchback,FALSE
LADA,Largus,mechanical,grey,FALSE,van,FALSE
LADA,XRAY,automatic,silver,FALSE,hatchback,FALSE
LADA,XRAY,mechanical,silver,FALSE,hatchback,FALSE
LADA,Priora,mechanical,silver,FALSE,hatchback,FALSE
LADA,Priora,mechanical,silver,FALSE,sedan,FALSE
LADA,Largus,mechanical,brown,FALSE,van,FALSE
LADA,XRAY,mechanical,brown,FALSE,hatchback,FALSE
LADA,Granta,mechanical,black,TRUE,hatchback,FALSE
LADA,Largus,mechanical,brown,FALSE,universal,FALSE
LADA,XRAY,mechanical,silver,FALSE,universal,FALSE
LADA,Largus,mechanical,brown,FALSE,universal,FALSE
LADA,Granta,mechanical,silver,FALSE,sedan,FALSE
LADA,Priora,mechanical,other,FALSE,hatchback,FALSE
LADA,Largus,mechanical,blue,FALSE,universal,FALSE
Dodge,Dart,automatic,blue,FALSE,sedan,FALSE
Dodge,Stratus,automatic,green,TRUE,sedan,FALSE
Dodge,Grand Caravan,automatic,red,FALSE,minivan,FALSE
Dodge,Stratus,mechanical,grey,FALSE,coupe,FALSE
Dodge,Caravan,automatic,white,TRUE,minivan,FALSE
Dodge,Caravan,automatic,blue,TRUE,minivan,FALSE
Dodge,Caravan,automatic,other,FALSE,minivan,FALSE
Dodge,Intrepid,automatic,red,FALSE,sedan,FALSE
Dodge,Dart,automatic,red,FALSE,sedan,FALSE
Dodge,Intrepid,automatic,black,FALSE,sedan,FALSE
Dodge,Caliber,automatic,silver,FALSE,hatchback,FALSE
Dodge,Intrepid,automatic,black,FALSE,sedan,FALSE
Dodge,Neon,mechanical,orange,FALSE,sedan,FALSE
Dodge,Neon,automatic,other,FALSE,sedan,FALSE
Dodge,Magnum,automatic,red,FALSE,universal,FALSE
Dodge,Avenger,automatic,red,FALSE,sedan,FALSE
Dodge,Caliber,mechanical,other,FALSE,hatchback,FALSE
Dodge,Neon,automatic,silver,FALSE,sedan,FALSE
Dodge,Grand Caravan,automatic,white,FALSE,minivan,FALSE
Dodge,Caravan,automatic,green,FALSE,minivan,FALSE
Dodge,Caliber,automatic,silver,FALSE,hatchback,FALSE
Dodge,Caravan,automatic,silver,FALSE,minivan,FALSE
Dodge,Caravan,automatic,blue,TRUE,minivan,FALSE
Dodge,Caravan,automatic,silver,TRUE,minivan,FALSE
Dodge,Caravan,automatic,silver,TRUE,minivan,FALSE
Dodge,Caliber,automatic,silver,FALSE,hatchback,FALSE
Dodge,Intrepid,automatic,blue,FALSE,sedan,FALSE
Dodge,Caravan,automatic,green,FALSE,hatchback,FALSE
Dodge,Caravan,automatic,blue,TRUE,minivan,FALSE
Dodge,Caliber,automatic,blue,FALSE,hatchback,FALSE
Dodge,Stratus,mechanical,red,FALSE,sedan,FALSE
Dodge,Caravan,automatic,green,FALSE,minivan,FALSE
